Catalogue No.,Lot Number,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Title,Handwritten Note,Object Type,Object Notes,Inscription,Seller,Transaction,Buyer,Lot Notes,Previous Owner,Previous Sales,Post Owner,Post Sales,Present Location,Sale Date,Expert,Commissaire Pr.,Auction House,Sale Location,Lugt Number,Copyright,Year of Sale,# of instances in year,latitude/longitude,,latitude,longitude
N-337,26,"MOLENAER, JAN MIENSE (Dutch)",,,,,Twee stuks vrolyke Boere Gezelschappen in Binnenhuyzen zig met eeten en drinken vermakende. Helder van toon en van zyn beste soort,,Painting,"on panel, h 18 3/4 b 14 duim",,"Taack, Anna Gillina van; from catalog: Anna Gillina van Taack","Unknown, 25:5 [or] 25:10 fl",,,,,,,,1815 Apr 10,,,Stevens (Geradus Hendrikus),"Utrecht, Netherlands",8674,,1815,26,"52.08095165, 5.12768031549829",,52.08095165, 5.12768031549829
N-340,[A]0029,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Twee Boerengezelschappen, door J. Molenaar. (THIS LOT;  Een Boerengezelschap)",,,,,"Brunsveld de Blau, Theodorus; from catalog: Theodorus Brunsveld de Blau",Unknown,,Lots [A]29 and [A]30 appear together in the catalogue.,,,,,,1815 May 01 and following days (This Lot: May  5),,,,"Groningen, Netherlands",,,1815,27,"53.2217925, 6.55824533479853",,53.2217925, 6.55824533479853
N-340,[A]0030,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Twee Boerengezelschappen, door J. Molenaar. (THIS LOT;  Een Boerengezelschap)",,,,,"Brunsveld de Blau, Theodorus; from catalog: Theodorus Brunsveld de Blau",Unknown,,Lots [A]29 and [A]30 appear together in the catalogue.,,,,,,1815 May 01 and following days (This Lot: May  5),,,,"Groningen, Netherlands",,,1815,28,"53.2217925, 6.55824533479853",,53.2217925, 6.55824533479853
N-340,[A]0062,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Twee Boerengezelschappen, door M. Molenaar.",,,,,"Brunsveld de Blau, Theodorus; from catalog: Theodorus Brunsveld de Blau",Unknown,,,,,,,,1815 May 01 and following days (This Lot: May  5),,,,"Groningen, Netherlands",,,1815,29,"53.2217925, 6.55824533479853",,53.2217925, 6.55824533479853
F-557,98,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Le cabinet d'un chirurgien, où l'on voit principalement un malade subissant une opération qui paraît lui causer de vives douleurs ; près d'un foyer est un élève qui prépare de longuent",,Peinture,sur bois,,"Lespinasse de Langeac, Auguste-Louis-César-Hipolite-Théodore de, comte d'Arlet; from catalog: A.L.C.H.T. de l'Espinasse, de Langeac, comte d'Arlet","Inconnue, 33 francs",,,,,,,,1815 Jan 04 and following days (This Lot: Jan  4),"Constantin, Guillaume Jean<br>Henry, Bon Thomas",,,"Paris, France",8630,,1815,30,"48.8566101, 2.3514992",,48.8566101, 2.3514992
F-562,38,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Intérieur de ménage rustique. Les ouvrages de Molenaer sont presque tous monotones et sans clarté ; mais celui-ci n'a point ces défauts ; au contraire, il est spirituellement touché bien colorié et plein d'effet",,Peinture,sur bois,,,Inconnue,,Nous supposons que le prénom François apparaît par erreur dans l'intitulé de l'artiste.,,,,,,1815 Jan 24 - 1815 Jan 25 (This Lot: Jan 24),Anonyme,,,"Paris, France",8635,,1815,31,"48.8566101, 2.3514992",,48.8566101, 2.3514992
B-255,300,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Fête champètre, Tableau d'une belle composition, orné de beaucoup de figures et d'un clair obscur",,Painting,sur toile,,,Unknown,,,,,,,,1816 Jul 10 - 1816 Jul 11 (This Lot: Jul 10),,,Man (Louis),"Brussels, Belgium",8941,,1816,1,"50.8465573, 4.351697",,50.8465573, 4.351697
B-255,284,"MOLENAER, JAN MIENSE (Dutch)",,,,,Quelques paysans,,Painting,sur toile,,,Unknown,,,,,,,,1816 Jul 10 - 1816 Jul 11 (This Lot: Jul 10),,,Man (Louis),"Brussels, Belgium",8941,,1816,2,"50.8465573, 4.351697",,50.8465573, 4.351697
B-255,210,"MOLENAER, JAN MIENSE (Dutch)",,,,,Un intérieur orné de beaucoup de figures,,Painting,sur toile,,,Unknown,,,,,,,,1816 Jul 10 - 1816 Jul 11 (This Lot: Jul 10),,,Man (Louis),"Brussels, Belgium",8941,,1816,3,"50.8465573, 4.351697",,50.8465573, 4.351697
B-255,179,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Une fête dans une taverne, sur le devant des dansseurs et beaucoup d'autres figures bien peints et d'un bon effet",,Painting,sur toile,,,Unknown,,,,,,,,1816 Jul 10 - 1816 Jul 11 (This Lot: Jul 10),,,Man (Louis),"Brussels, Belgium",8941,,1816,4,"50.8465573, 4.351697",,50.8465573, 4.351697
B-255,145,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Vue de quelques maisons d'un village, ornée de figures",,Painting,,,,Unknown,,,,,,,,1816 Jul 10 - 1816 Jul 11 (This Lot: Jul 10),,,Man (Louis),"Brussels, Belgium",8941,,1816,5,"50.8465573, 4.351697",,50.8465573, 4.351697
B-255,119,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Village Hollandais, au bord d'une rivière ayant plusieurs barques et des pêcheurs, le tout d'un très-bon effet et très-bien peint",,Painting,sur bois,,,"Sold, 21 frs","Marneffe, P.J. de; from catalog: Marneff",,,,,,,1816 Jul 10 - 1816 Jul 11 (This Lot: Jul 10),,,Man (Louis),"Brussels, Belgium",8941,,1816,6,"50.8465573, 4.351697",,50.8465573, 4.351697
B-247,3,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Un Tableau, réprésentant l'Hyver, où les paysans s'occupent à Patiner",,Painting,,,"Peellaert-Ghistelles, comte de; from catalog: Comte De Peellaert-Ghistelles",Unknown,,,,,,,,1816 Mar 19 and following days (This Lot: Mar 19),,,Terlinck (E.J.),"Brugge, Belgium",8838,,1816,7,"51.2085526, 3.226772",,51.2085526, 3.226772
Br-1359,117,"MOLENAER, JAN MIENSE (Dutch)",,,,,Boors drinking,,Painting,,,"Hunter, William; from catalog: William Hunter","Sold, 3.10 pounds",Morland; from catalog: Morland,,,,,,,1816 Feb 14 - 1816 Feb 16 (This Lot: Feb 14),,,Christie's,"London, England",8814,,1816,8,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1368,0007[a],"MOLENAER, JAN MIENSE (Dutch)",,,,,"A conversation, a ditto, Heemskirk, and a Landscape (THIS LOT:  A conversation; lots 7[b] by E. Heemskerck (I) & 7[c] by Anonymous)",,Painting,,,"Brooke, A., Capt.; from catalog: Brooke","Sold, 0.15 pounds for lots 7[a-c]",Adams; from catalog: Adams,,,,,,,1816 Mar 02,,,Christie's,"London, England",8822,,1816,9,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1368,58,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Family Scene, with a game at forfeits",,Painting,,,"Duval, Capt.; from catalog: Capt Duval","Sold, 9.9 pounds",Eckford; from catalog: Eckford,,,1813/06/11 LOCH A0024,,,,1816 Mar 02,,,Christie's,"London, England",8822,,1816,10,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1374,38,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Interior, with a variety of Figures",,Painting,,,"Boone, Powel or Hawkins or others; Hawkins or Boone, Powel or others; from catalog: Powel Boone Esq; [Hawkins]","Unknown, 2.12 pounds",,,,,,,,1816 Mar 28,,,Oxenham (Samuel),"London, England",8850,,1816,11,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1376,[A]0002[a],"MOLENAER, JAN MIENSE (Dutch), style",,,,,"Four; an Interior, style of, Magdalen, after Coreggio; an Academy figure, and a Sea Piece, brisk gale (THIS LOT:  An Interior; lot A2[b] is copy after Correggio & A2[c] by Anonymous)",,Painting,,,"Roberts, N. (Kenton St.); from catalog: N Roberts Esq","Sold, 2.6 pounds for lots A2[a-c]","Delcour, Peter; from catalog: Delcour",,,,,,,1816 Apr 06,,,Christie's,"London, England",8857,,1816,12,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1379,31,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Drunken Fray at a Flemish Cabaret, an orignal chef d'oeuvre This picture for animated touch and brilliancy of tone is equal to D. Teniers",,Painting,,,"Andrews, Lieut. Col.; from catalog: Lieut-Colonel Andrews",Unknown,,,,,,,,1816 Apr 18 - 1816 Apr 23 (This Lot: Apr 18),,,Wise,"Bristol, England",,,1816,13,"51.4538022, -2.5972985",,51.4538022, -2.5972985
Br-1383,5,"MOLENAER, JAN MIENSE (Dutch)",,,,,An Interior with boors and figures carousing,,Painting,,,"Devon, William Courtenay, 9th Earl of; from catalog: Lord Courtenay","Sold, 5.5 pounds","Patch, G., Rev.; from catalog: Patch",,,,,,,1816 Apr 26 - 1816 Apr 27 (This Lot: Apr 27),,,Christie's,"London, England",8875,,1816,14,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1376,[A]0070,"MOLENAER, JAN MIENSE (Dutch)",,,,,A pair of Flemish Merry-makings,,Painting,,,"May, William; from catalog: J W May Esqre","Sold, 4.6 pounds",Scholey; from catalog: Scholey,,,1814/05/28 LOCH 0048 Br-1194,,,,1816 Apr 06,,,Christie's,"London, England",8857,,1816,15,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1391,92,"MOLENAER, JAN MIENSE (Dutch)",,,,,An interior (finely painted),,Painting,,,"Saunders, William; from catalog: Wm Saunders",Unknown,,,,,,,,1816 May 11,,,Oxenham (Samuel),"London, England",8890,,1816,16,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1413,1,"MOLENAER, JAN MIENSE (Dutch)",,,,,"A Man playing on a Guitar, with other figures",,Painting,,,"Hope, Henry W.; from catalog: Henry Hope","Sold, 4.4 pounds",Cutter; from catalog: Cutter,,,,,,,1816 Jun 27 - 1816 Jun 29 (This Lot: Jun 28),,,Christie's,"London, England",8932,,1816,17,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1413,10,"MOLENAER, JAN MIENSE (Dutch)",,,,,Dutch peasants regaling,,Painting,,,"Hope, Henry W.; from catalog: Henry Hope","Sold, 4.15 pounds",Mildred; from catalog: Mildred,,,,,,,1816 Jun 27 - 1816 Jun 29 (This Lot: Jun 28),,,Christie's,"London, England",8932,,1816,18,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1416,76,"MOLENAER, JAN MIENSE (Dutch)",,,,,An Interior with figures regaling,,Painting,,,,Unknown,,,,,,,,1816 Jul 02 - 1816 Jul  3 (This Lot: Jul  3),,,Stanley (George),"London, England",8935,,1816,19,"51.5073219, -0.1276474",,51.5073219, -0.1276474
Br-1439,40,"MOLENAER, JAN MIENSE (Dutch)",,,,,A Dutch Wake.  A Picture of the highest quality.  The Figures are drawn with spirit -- grouped with uncommon skill -- and the Landscape equal in effect to Decker or Rysdael,,Painting,,,,"Unknown, 59.17 pounds",,,,,,,,1816 Nov 07 - 1816 Nov  8 (This Lot: Nov  7),,,Winstanley,"Manchester, England",,,1816,20,"53.4791301, -2.2441009",,53.4791301, -2.2441009
Br-1445,33,"MOLENAER, JAN MIENSE (Dutch)",,,,,A Conversation and Smokers -- a pair,,Painting,,,"Walker, William (lecturer on astronomy); from catalog: Wm Walker","Sold, 4.0 pounds",Manners; from catalog: Manners,,,,,,,1816 Nov 30,,,Christie's,"London, England",9001,,1816,21,"51.5073219, -0.1276474",,51.5073219, -0.1276474
N-364,20,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een binnenhuis, met vrolijke Landlieden",,Painting,"on panel, h. 14, br. 16 dm.",,"Vinne Jansz., Vincent van der and Oukerke, Willem Vincent van; Oukerke, Willem Vincent van and Vinne Jansz., Vincent van der; from catalog: Vincent van der Vinne and Willem van Oukerke","Sold, 5:10 fl","Engesmet, Adelbertus; from catalog: Engesmet",,,,,,,1816 Mar 11 and following days (This Lot: Mar 11),,,Hendriks (Wybrand),"Haarlem, Netherlands",8831,,1816,22,"52.38370575, 4.64355969655963",,52.38370575, 4.64355969655963
N-364,21,"MOLENAER, KLAES (Dutch)",,,,,Eene Goeder--gelukzegster,,Painting,"on panel, h. 10, br. 9 dm.",,"Vinne Jansz., Vincent van der and Oukerke, Willem Vincent van; Oukerke, Willem Vincent van and Vinne Jansz., Vincent van der; from catalog: Vincent van der Vinne and Willem van Oukerke","Sold, 14:5 fl","Vlugt, W van der; from catalog: W van der Vlugt",The artist was probably Jan Miense Molenaer and not Klaes Molenaer.,,1801/05/11 AMSCH 0052 PRUYSENAAR,,,,1816 Mar 11 and following days (This Lot: Mar 11),,,Hendriks (Wybrand),"Haarlem, Netherlands",8831,,1816,23,"52.38370575, 4.64355969655963",,52.38370575, 4.64355969655963
N-367,113,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Binnevertrek, waarin een Heer zit te Rooken, benevens eenig ander Gezelschap, fraai geschilderd.",,Painting,on panel,,,"Sold, 5 fl",Wyland; from catalog: Wyland,,,,,,,1816 Apr 04 - 1816 Apr  5 (This Lot: Apr  4),,,Baalen (Jacob),"Rotterdam, Netherlands",8855,,1816,24,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-367,131,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Boeren Binnenhuis, met vrolijke, rookende en drinkende Boeren.",,Painting,on canvas,,,"Sold, 10:10 fl",Wyland; from catalog: Wyland,,,,,,,1816 Apr 04 - 1816 Apr  5 (This Lot: Apr  4),,,Baalen (Jacob),"Rotterdam, Netherlands",8855,,1816,25,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-367,205,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Boerengezelschap, waar men Handjeplak speelt. Een der beste stukken van dezen Meester.",,Painting,on panel,,,"Sold, 5:5 fl",Taats; from catalog: Taats,,,,,,,1816 Apr 04 - 1816 Apr  5 (This Lot: Apr  4),,,Baalen (Jacob),"Rotterdam, Netherlands",8855,,1816,26,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-370,132,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Gezelschap van Huislieden, welke zich met danssen, drinken en liefkozen vermaken. Bevallig van ordonantie en behandeling",,Painting,"on panel, h. 24, br. 36 duimen",,Slicher; from catalog: Slicher,"Sold, 5 fl","Pakker, Levy; from catalog: Pakker",,,,,,,1816 Apr 11,,,Schley (Philippus),"Amsterdam, Netherlands",8861,,1816,27,"52.3745403, 4.89797550561798",,52.3745403, 4.89797550561798
N-370,136,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een Liedjeszanger, in een Dorp.",,Painting,"on panel, h. 14, br. 12 duimen",,Bleuland; from catalog: Bleuland te Utrecht,"Sold, 6 fl","Boer, de; from catalog: de Boer",,,,,,,1816 Apr 11,,,Schley (Philippus),"Amsterdam, Netherlands",8861,,1816,28,"52.3745403, 4.89797550561798",,52.3745403, 4.89797550561798
N-371,70,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een dorpsfeest. -- De Heer en de vrouw van de plaats, op den voorgrond staande, zien met genoegen de vreugd der dorpelingen, die zich met dansen, drinken en zingen vermaken. -- Men ziet eene gracht waar over eene brug is geslagen, benevens den kerktoren en eenig geboomte in het verschiet.  [Une fête de village.     Le Seigneur et la Dame occupent le premier plan, vers la gauche, plusieurs personnes des deux sexes s'amusent à boire et à chanter.  Un canal, traversé par un pont, quelques maisons et la tour de l'église terminent le fond.]",,Painting,"on panel, Hoog 28, breed 36 duimen",,"Cremer, Thomas Theodore; from catalog: Thomas Theodore Cremer","Sold, 34 fl","Leen, Willem van; from catalog: van Leen",The title in brackets is from the French version of the catalogue.,,,,,,1816 Apr 16 - 1816 Apr 17 (This Lot: Apr 16),,,Leen (Willem),"Rotterdam, Netherlands",8862,,1816,29,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-373,51,"MOLENAER, JAN MIENSE (Dutch)",,,,,Des paysans en ribote.,,Painting,"on panel, Haut 6 1/2 pouces, large 5 3/4 pouces",,"Harssevoort, Adriaan or Heuvel, van den; Heuvel, van den or Harssevoort, Adriaan; from catalog: [Harssevoort] [or] [van den Heuvel]","Sold, 10:10 fl",Freudenberg; from catalog: Freudenberg,,,,,,,1816 Apr 18 and following days (This Lot: Apr 18),,,Muys (Robert),"Rotterdam, Netherlands",8865,,1816,30,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-373,66,"MOLENAER, JAN MIENSE (Dutch)",,,,,"L'intérieur d'une cabane rustique, ou plusieurs figures sont en ribote.",,Painting,"on panel, Haut 10 pouces, large 12 pouces",,"Harssevoort, Adriaan or Heuvel, van den; Heuvel, van den or Harssevoort, Adriaan; from catalog: [Harssevoort] [or] [van den Heuvel]","Sold, 20 fl",Freudenberg; from catalog: Freudenberg,,,,,,,1816 Apr 18 and following days (This Lot: Apr 18),,,Muys (Robert),"Rotterdam, Netherlands",8865,,1816,31,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-373,72,"MOLENAER, JAN MIENSE (Dutch)",,,,,Une nôce; beaucoup de figures s'amusant entre eux. Belle et riche composition.,,Painting,"on panel, Haut 22 pouces, large 31 1/2 pouces",,"Harssevoort, Adriaan or Heuvel, van den; Heuvel, van den or Harssevoort, Adriaan; from catalog: [Harssevoort] [or] [van den Heuvel]","Sold, 30 fl",Freudenberg; from catalog: Freudenberg,,,,,,,1816 Apr 18 and following days (This Lot: Apr 18),,,Muys (Robert),"Rotterdam, Netherlands",8865,,1816,32,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-373,86,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Des paysans chantant, buvant et fumant leurs pipes. Spirituellement traité.",,Painting,,,"Harssevoort, Adriaan or Heuvel, van den; Heuvel, van den or Harssevoort, Adriaan; from catalog: [Harssevoort] [or] [van den Heuvel]","Sold, 12 fl",Baine; from catalog: Baine,,,,,,,1816 Apr 18 and following days (This Lot: Apr 18),,,Muys (Robert),"Rotterdam, Netherlands",8865,,1816,33,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-373,106,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Dans une cabane rustique, plusieurs personnes chantent et dansent à la ronde. D'une belle touche et d'un bon effet.",,Painting,"on panel, Haut 15 pouces, large 19 1/2 pouces",,"Harssevoort, Adriaan or Heuvel, van den; Heuvel, van den or Harssevoort, Adriaan; from catalog: [Harssevoort] [or] [van den Heuvel]","Sold, 12 fl","Lamme, Arnoldus; from catalog: Lamme",,,,,,,1816 Apr 18 and following days (This Lot: Apr 18),,,Muys (Robert),"Rotterdam, Netherlands",8865,,1816,34,"51.92779805, 4.48862326925829",,51.92779805, 4.48862326925829
N-382,63,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een vrolijk Boerengezelschap; natuurlijk behandeld,,Painting,"hoog 26, breed 22 duim",,"Hoogers, Hendrik; from catalog: Hendrik Hoogers",Unknown,,,,,,,,1816 Jun 07 and following days (This Lot: Jun  7),,,Anonymous,"Nijmegen, Netherlands",8910,,1816,35,"51.84260195, 5.8385196119892",,51.84260195, 5.8385196119892
N-382,64,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een dito [vrolijk Boerengezelschap], zeer natuurlijk, en vol uitdrukking",,Painting,"hoog 8 1/2, breed 6 1/2 duim",,"Hoogers, Hendrik; from catalog: Hendrik Hoogers",Unknown,,,,,,,,1816 Jun 07 and following days (This Lot: Jun  7),,,Anonymous,"Nijmegen, Netherlands",8910,,1816,36,"51.84260195, 5.8385196119892",,51.84260195, 5.8385196119892
N-382,65,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Een dito [vrolijk Boerengezelschap]; in alles als de voorgaande [zeer natuurlijk, en vol uitdrukking]",,Painting,"hoog 8 1/2, breed 6 1/2 duim",,"Hoogers, Hendrik; from catalog: Hendrik Hoogers",Unknown,,,,,,,,1816 Jun 07 and following days (This Lot: Jun  7),,,Anonymous,"Nijmegen, Netherlands",8910,,1816,37,"51.84260195, 5.8385196119892",,51.84260195, 5.8385196119892
N-382,66,"MOLENAER, JAN MIENSE (Dutch)",,,,,Heidensche waarzeggers; natuurlijk van koloriet en effect,,Painting,"hoog 13, breed 11 duim",,"Hoogers, Hendrik; from catalog: Hendrik Hoogers",Unknown,,,,,,,,1816 Jun 07 and following days (This Lot: Jun  7),,,Anonymous,"Nijmegen, Netherlands",8910,,1816,38,"51.84260195, 5.8385196119892",,51.84260195, 5.8385196119892
N-382,67,"MOLENAER, JAN MIENSE (Dutch)",,,,,Dezelfden [Heidensche waarzeggers]; in alles als de voorgaande [natuurlijk van koloriet en effect],,Painting,"hoog 13, breed 11 duim",,"Hoogers, Hendrik; from catalog: Hendrik Hoogers",Unknown,,,,,,,,1816 Jun 07 and following days (This Lot: Jun  7),,,Anonymous,"Nijmegen, Netherlands",8910,,1816,39,"51.84260195, 5.8385196119892",,51.84260195, 5.8385196119892
N-387,192,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een musizerend boerengezelschap,,Painting,"on panel, hoog 12, breed 10",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,40,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,193,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een boerengezelschap,,Painting,"on canvas, hoog 13, breed 11",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,41,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,194,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een musizerend gezelschap,,Painting,"on panel, hoog 18, breed 14",,,Unknown,,,,,,1817/03/10 HGHYB 0122,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,42,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,195,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een vrolijk gezelschap,,Painting,"on panel, hoog 10, breed 14",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,43,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,196,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een binnenvertrek,,Painting,"on panel, hoog 12, breed 15",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,44,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,201,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een binnenhuis,,Painting,"on panel, hoog 20 1/2, breed 19 1/2",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,45,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,202,"MOLENAER, JAN MIENSE (Dutch)",,,,,Een vrolijk gezelschap,,Painting,"hoog 10 1/2, breed 8 1/2",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,46,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
N-387,424,"MOLENAER, JAN MIENSE (Dutch)",,,,,Eene dansende oude vrouw en twee andere figuren,,Painting,"on panel, hoog 10, breed 8",,,Unknown,,,,,,,,1816 Aug 02 and following days (This Lot: Aug  2),,,Huybrechts (P.C.); Carré (Jan Anthonie Jacobus),"Leiden, Netherlands",8950,,1816,47,"52.1518157, 4.48110886662043",,52.1518157, 4.48110886662043
